,subject_id,run_id,exclude,exclusion_reason,gender,age,n_records,n_choose_nan,n_choose_dominated,n_choose_higher_p,chosen_trial,lucky_number,won_amount,rg_blind,rg_difficult,serious,self_report,comment
148,148,127,False,,Female,42,140,1,0,87,exp_16,0.3913710186682801,0.0,False,False,True,"Probability more than half went to whatever amount was on that side. If they were closer, I chose the higher amount.",interesting thanks
149,149,286,False,,Male,55,140,4,0,114,catch_2,0.126053577907365,4.0,False,False,True,"focused on probability, no concern about winning",none
150,150,292,False,,Female,20,140,2,0,58,exp_1,0.947175416274144,0.0,False,False,True,I just decided which one felt like worth taking or had the potential for the highest payout,
151,151,251,False,,Female,39,140,0,0,88,exp_73,0.9129030113792704,0.0,False,False,True,I chose based on the balance of probability with the prize amount,
152,152,279,True,Red-green problems,Male,26,140,4,1,54,exp_94,0.2189529278446584,4.0,False,True,True,* i quickly tried to compare the volume of the green areasn* in some cases i selected randomly ,no additional comments
153,153,284,False,,Male,46,140,0,0,56,exp_54,0.5467910403852412,0.0,False,False,True,I tried to imagine the portion of each bar described by the corresponding pie chart and mentally compare them. If I couldn't imagine which would be bigger I tried to go for the bigger bar. If one side's bar and pie were both bigger I chose that one.,I'm disappointed I didn't get any bonus after all that
154,154,119,False,,Female,48,140,0,0,114,exp_19,0.0721115551956907,8.3,False,False,True,"I mostly went with the greater probability of winning, unless they were very close and the amounts were vastly different, in which case I chose the higher winnings. ",
155,155,74,False,,Female,26,140,0,0,91,exp_29,0.7457544152066786,0.0,False,False,True,Usually went with higher chance of winning unless it was very similar than I went with higher amount.,
156,156,60,False,,Male,21,140,0,0,77,exp_64,0.8099675339977588,0.0,False,False,True,"I haven't an accurate rule: I mainly considered the difference between the probability to win and the award. If the probability of the first lottery was very low but the award was very high compared with the other I preferred choosing that. Also, in the lotteries in which there wasn't a lot of difference beetween the probability of winning, i tend to choose the highest awards, even if the probability was lower. At the beginning I preferred choosing the safest lotteries I think, but then i risked a bit more. However, I sometimes followed my instinct, when there wasn't a lot of difference.",
157,157,327,False,,Male,39,140,0,0,120,exp_83,0.0231131511404909,2.2,False,False,True,Checked for the 2nd display to make sure I saw correctly.nChose the answer with highest probability.,
158,158,326,True,Dominated choices,Male,31,140,1,5,61,exp_31,0.2117413056300676,0.0,False,False,True,"Well, logical ways.",Nothing really.
159,159,49,False,,Female,37,140,1,0,70,exp_73,0.6954306875184249,4.0,False,False,True,I first looked at the probability of winning and then checked the amount that could be won. Usually I chose based on the biggest probability but when there was not a big difference between the two choices I took my chances and chose according to the highest amount.,
160,160,75,False,,Male,24,140,1,0,73,exp_98,0.9805326703925994,0.0,False,False,True,I tried to get the lottery that I though it had the best win-gains rate.,
161,161,124,False,,Male,31,140,0,0,99,exp_99,0.0611352680053345,4.9,False,False,True,I mostly picked the bet with the highest percentage probability of winning,I enjoyed this study
162,162,291,False,,Male,43,140,0,0,55,catch_15,0.4249927576786506,4.9,False,False,True,I tried to even out the chart from bar to pie,thank you very much
163,163,246,False,,Male,36,140,1,0,57,exp_81,0.2669651841478151,2.2,False,False,True,I looked at the green one both sides to see which had more green.,very fun! hope to get more games from you!
164,164,256,False,,Male,23,140,0,0,82,catch_19,0.9733439789061544,0.0,False,False,True,I chose the safer option on most of them.,
165,165,281,True,Dominated choices,Male,31,140,6,6,53,exp_67,0.5387429248211437,0.0,False,False,True,"I went with my gut, honestly.",
166,166,295,False,,Male,21,140,0,0,35,exp_71,0.6602224102862972,0.0,False,False,True,Depending on if the probability trade off was worth the increase in bonus reward. ,Really wanted the bonus but I guess better luck next time. It was a cool study.
167,167,134,False,,Female,31,140,25,0,48,exp_96,,0.0,False,False,True,"How much green I thought I saw, based mainly on the squares instead of the circles.",
168,168,120,False,,Male,21,140,0,0,110,catch_17,0.1114133828844465,3.0,False,False,True,Tried to always go for the best probability. On the cases that I did not choose the best probability were if the difference was not much and the winning amount was substancially higher,
169,169,108,False,,Male,24,140,0,0,59,catch_17,0.699434617641477,0.0,False,False,True,"I tried to maximize the possibility of win accorfing to the percentage of winning pribabalility, but sometimes it was too fast to make the right choice.",
170,170,59,False,,Female,27,140,0,0,82,exp_22,0.5348351643833136,0.0,False,False,True,"I chose the lottery with the highest winning probability when the outcomes were fairly similar, when there was a large difference in prises I lent more toward the highest one unless the % of winning was vert small",
171,171,71,False,,Male,33,140,1,0,60,catch_8,0.6313603990019783,0.0,False,False,True,The probability of winning was my primary choice.nIf they were similar chances I chose the higher reward option.,
172,172,336,False,,Male,19,140,0,0,21,exp_20,0.2072735457735735,0.0,False,False,True,"Generally i was choosing the option where the possible amount of winning money was higher. However, when the difference between winning money and probability was more or less the same I would choose the option with higher probability.",The study was interesting but really tiring after some time.
173,173,322,True,Dominated choices,Male,27,140,1,8,57,exp_117,0.8758446930578245,0.0,False,False,True,I MADE IT BY CHOOSING KEY F AND J,THANTS YOU
174,174,337,False,,Female,38,140,0,0,57,exp_115,0.6360454278471572,0.0,False,False,True,"I tried to go for the most money and most high probability of getting it. Where the probabilities were not too different, I took the riskier option.",Very interesting how I always tried to get the most money and take higher risks at times. 
175,175,64,False,,Male,65,140,1,0,65,exp_91,0.3850419478391862,3.0,False,False,True,Balance between probabilities and relative amounts that could be won - risk/reward. But also considered the absolute level of probability and the absolute reward amount.,
176,176,70,False,,Male,  26,140,0,0,78,exp_40,0.8296008921529958,0.0,False,False,True,":""i chose the graphs with the greatest green color",
177,177,109,False,,Male,25,140,0,0,70,catch_3,0.3927812945470292,0.0,False,False,True,"Capped high risk, high reward strategy. Went for bigger prize rather than a bigger guarantee to win, but within a reason.",
178,178,121,False,,Female,27,140,0,0,84,exp_87,0.5446895323157237,2.2,False,False,True,I prefer higher probability than high amounts but when it's really low or close then I would take the risk. ,
179,179,135,False,,Male,30,140,0,0,28,exp_25,0.668774809254294,0.0,False,False,True,aimed for most money with reasonable odds,
180,180,294,False,,Male,24,140,0,0,86,exp_105,0.9881672090849124,0.0,False,False,True,I have tried to choose the one lottery with higher probability to win (most of the time). ,
181,181,255,True,Dominated choices,Female,40,140,3,10,56,exp_102,0.064078401887786,4.9,False,False,False,based on a guess,
182,182,269,False,,Male,27,140,1,0,63,exp_79,0.4226434483495089,4.0,False,False,True,I always made sure that I choose half=half both possibility & probability in order to increase my winning chances,it was just a good study I pretty much enjoy it
183,183,296,True,Red-green problems,Male,75,140,0,4,23,exp_101,0.7783235275788457,0.0,True,True,True,"i looked a the shapes and colours and then decided, it was quite a difficult task in that they moved quickly",it was tiring
184,184,282,False,,Male,53,140,0,0,118,exp_101,0.5628576084720734,4.9,False,False,True,strictly with highest proailtiy ,
185,185,9,False,,Female,25,140,0,0,66,exp_35,0.645973847607497,3.2,False,False,True,"I mostly made my choices on higher probability. nIf the probability was lower than a half, I chose the bigger amount. nIf one probability was lower than a half, while the other was higher than a half, I chose the higher probability, unless the amount of money was higher than a half. ","It's a well-done experiment. I had no problems. Sometimes fatigue kicks in, but I don't think it affected my performance. I though we will take two breaks, but four break were better than two. "
186,186,99,False,,Male,23,140,0,2,55,exp_65,0.8287500479664951,0.0,False,False,True,it was hard to focus but I did try ,no thanks
187,187,66,True,Dominated choices,Female,20,140,0,8,7,exp_30,0.4952754615164274,0.0,False,False,True,I chose the highest amount of money possible,"I thought the bonus would be chosen between the choices I made only, not between one of the games."
188,188,72,False,,Female,37,140,0,0,37,exp_47,0.2343595631235833,7.9,False,False,True,"1. The difference between two bars, if indicated big gap worth the risk or not.n2. The difference gap between the two pie possibility, if it's worth it to take the risk to get how much higher amount.",
189,189,321,False,,Female,23,140,2,0,91,exp_27,0.2193325963115771,2.0,False,False,True,i USUALLY WENT FOR THE RISKIER CHOICE WHEN THE PROBABILITY OF WINNING WAS CLOSE,
190,190,309,False,,Male,34,140,0,0,61,exp_116,0.0089362266877426,7.9,False,False,True,"I tried to choose the ones that would maximize my expected return, regardless of how that worked out between the chance of winning and the potential win.",
191,191,308,False,,Male,48,140,0,0,47,catch_15,0.1442728999032501,4.9,False,False,True,tried to decide based on the amount except where the chances were very different and the amount differences small,don´t know if my strategy would be the same if real money was involved
192,192,334,False,,Female,69,140,0,0,120,catch_2,0.1955077633191158,4.0,False,False,True,"I always went with the option with the higher probability, no matter what the reward to be won was. That's what I meant to do, but I could have made a mistake.","I was worried about glare on my glasses, but it seemed like the calibration worked."
193,193,73,True,Dominated choices,Male,25,140,0,6,42,exp_57,0.0212832469509007,6.2,False,False,True,.guessingn.going with my gutsn.being lucky,N/A
194,194,67,False,,Male,25,140,1,0,66,exp_94,0.6391933681148672,0.0,False,False,True,"Well, I simply choosed the most interessant lottery :n- High win rate with low bonusn- Low win rate with high bonus",I wanted a bonus 😭
195,195,98,False,,Male,24,140,0,0,97,catch_17,0.6947544783400894,0.0,False,False,True,I prefered the odds more than the money,
196,196,283,False,,Female,21,140,0,0,62,catch_8,0.7058599091248492,0.0,False,False,True,"I tried to go for the ""safest"" probability to win something, as far as the difference betwen the amounts wasn't that big.",
197,197,297,False,,Male,70,140,3,0,116,exp_119,0.9610049624985422,0.0,False,False,True,I picked the circle with the largest percentage of green,none
198,198,268,False,,Male,25,140,0,0,81,exp_87,0.0140469106898419,8.1,False,False,True,I chose the lotteries with better risk/reward most o the time.,"It was a really interesting study, thankyou for realizing it!"
199,199,240,False,,Female,27,140,0,1,49,exp_111,0.4284648451367183,2.1,False,False,True,based on probability of winning and the price amountnwhat i felt is the best offer,
